# UN member-state Wikipedia network -- built 2026-09-09
# Directed, unweighted: edge A -> B when A's article wikitext links to B's,
# counting only inline links from the article's OWN prose/infobox -- links
# injected by shared navigation templates (e.g. the UN navbox) are excluded.
# 193 nodes, 2220 directed edges.
# Manual addition (2026-09-21): Kenya -> {Ethiopia, Somalia, South_Sudan,
# Sudan, Tanzania, Uganda}. Kenya's intro sentence names all six as
# neighbors/border context in plain prose ("Kenya is bordered by South
# Sudan to the northwest, Ethiopia to the north, Somalia to the east...")
# without wikilinking any of them -- only "Lake Victoria" is bracketed in
# that sentence -- so the extraction rule correctly found zero out-edges
# for Kenya even though the source article clearly discusses all six.
# Added by hand rather than relaxing the extraction rule, which would
# require guessing at unlinked plain-text mentions article-wide.
#
# Manual addition (2026-09-22): Portugal -> {Brazil, Germany, Spain,
# United_Kingdom} and Luxembourg -> {Afghanistan, Albania, Austria,
# Belgium, Bosnia_and_Herzegovina, France, Germany, Italy, Japan,
# Montenegro, Netherlands, Portugal, Serbia, Spain, Switzerland,
# United_Kingdom, United_States}. Both articles had out-degree 0 for the
# same reason as Kenya: every country they mention -- bordering nations,
# colonial history, wars and treaties, trade partners, immigrant-origin
# countries -- is named in plain prose, never wikilinked. Found by
# scanning both articles' full wikitext (stripping <ref> citations,
# {{cite}}/{{sfnp}} templates, infobox flag-icon statistics tables, and
# image captions first, since a naive plain-text scan is mostly citation
# metadata and bibliography noise at this article length) for country
# names appearing outside [[double brackets]], then manually reviewing
# every hit for genuine substantive content. Included: bordering
# countries, named wars/treaties/historical rule, specific trade or
# demographic percentages, small named rankings (e.g. "second-largest
# investment fund centre, after the United States"). Excluded as
# incidental: open-ended comparison lists ("surpassed by the United
# States, Canada, Australia, ... and other small states like ...", which
# is what silently pulled in Australia/Canada/New_Zealand/Iceland/
# Monaco/San_Marino/Liechtenstein/Brunei on a first, less careful pass)
# and event-location mentions (Luxembourg exhibiting at an Expo "in
# Shanghai, China" is not a Luxembourg-China relationship; a photo
# caption naming "Helsinki, Finland" is not a Portugal-Finland one).
# source	target
Ivory_Coast	Ghana
Ivory_Coast	Guinea
Ivory_Coast	Liberia
Ivory_Coast	Mali
Ivory_Coast	Nigeria
Jamaica	Cuba
Jamaica	Dominican_Republic
Jamaica	Ethiopia
Jamaica	Ghana
Jamaica	Haiti
Jamaica	Lebanon
Jamaica	Mexico
Jamaica	Nigeria
Jamaica	Sierra_Leone
Jamaica	South_Africa
Jamaica	The_Bahamas
Jamaica	United_Kingdom
Jamaica	Venezuela
Japan	China
Jordan	Brazil
Jordan	Egypt
Jordan	Iraq
Jordan	Israel
Jordan	Morocco
Jordan	Saudi_Arabia
Jordan	Syria
Jordan	United_Kingdom
Kazakhstan	Argentina
Kazakhstan	Armenia
Kazakhstan	Azerbaijan
Kazakhstan	Belarus
Kazakhstan	Bosnia_and_Herzegovina
Kazakhstan	Bulgaria
Kazakhstan	China
Kazakhstan	Cuba
Kazakhstan	Ecuador
Kazakhstan	Georgia_(country)
Kazakhstan	Hungary
Kazakhstan	Iran
Kazakhstan	Iraq
Kazakhstan	Kyrgyzstan
Kazakhstan	Moldova
Kazakhstan	Mongolia
Kazakhstan	Montenegro
Kazakhstan	Russia
Kazakhstan	Serbia
Kazakhstan	South_Korea
Kazakhstan	Tajikistan
Kazakhstan	Turkey
Kazakhstan	Turkmenistan
Kazakhstan	Ukraine
Kazakhstan	Uzbekistan
Kenya	Ethiopia
Kenya	Somalia
Kenya	South_Sudan
Kenya	Sudan
Kenya	Tanzania
Kenya	Uganda
Kiribati	China
Kiribati	Federated_States_of_Micronesia
Kiribati	Fiji
Kiribati	Maldives
Kiribati	Marshall_Islands
Kiribati	Nauru
Kiribati	New_Zealand
Kiribati	Samoa
Kiribati	Tonga
Kiribati	Tuvalu
Kiribati	United_Kingdom
Kiribati	Vanuatu
Kuwait	Bahrain
Kuwait	Bangladesh
Kuwait	China
Kuwait	Georgia_(country)
Kuwait	Guinea-Bissau
Kuwait	Iraq
Kuwait	Netherlands
Kuwait	Saudi_Arabia
Kuwait	Tunisia
Kuwait	United_Kingdom
Kuwait	Vietnam
Kyrgyzstan	Armenia
Kyrgyzstan	Azerbaijan
Kyrgyzstan	China
Kyrgyzstan	Kazakhstan
Kyrgyzstan	Moldova
Kyrgyzstan	Tajikistan
Kyrgyzstan	Turkmenistan
Kyrgyzstan	Ukraine
Kyrgyzstan	Uzbekistan
Laos	Australia
Laos	Cambodia
Laos	China
Laos	Germany
Laos	Japan
Laos	Myanmar
Laos	Russia
Laos	Switzerland
Laos	Thailand
Laos	United_Kingdom
Laos	United_States
Laos	Vietnam
Latvia	Belarus
Latvia	Estonia
Latvia	Lithuania
Latvia	Russia
Latvia	Sweden
Lebanon	Cyprus
Lebanon	Egypt
Lebanon	Iran
Lebanon	Iraq
Lebanon	Israel
Lebanon	Ivory_Coast
Lebanon	Jordan
Lebanon	Libya
Lebanon	Saudi_Arabia
Lebanon	Senegal
Lebanon	Sierra_Leone
Lebanon	Spain
Lebanon	Sudan
Lebanon	Syria
Lebanon	Tunisia
Lesotho	Eswatini
Lesotho	Netherlands
Lesotho	San_Marino
Lesotho	South_Africa
Lesotho	Tanzania
Lesotho	United_Kingdom
Liberia	Burkina_Faso
Liberia	Guinea
Liberia	Ivory_Coast
Liberia	Nigeria
Liberia	Panama
Liberia	Sierra_Leone
Liberia	South_Africa
Liberia	United_States
Libya	Algeria
Libya	Australia
Libya	Brazil
Libya	Chad
Libya	China
Libya	Egypt
Libya	Germany
Libya	Greece
Libya	India
Libya	Italy
Libya	Malta
Libya	Niger
Libya	Russia
Libya	Saudi_Arabia
Libya	Sudan
Libya	Tunisia
Libya	Turkey
Libya	Uganda
Libya	United_Arab_Emirates
Libya	United_States
Liechtenstein	Andorra
Liechtenstein	Austria
Liechtenstein	Czech_Republic
Liechtenstein	Germany
Liechtenstein	Monaco
Liechtenstein	San_Marino
Liechtenstein	Slovakia
Liechtenstein	Switzerland
Liechtenstein	United_States
Liechtenstein	Uzbekistan
Lithuania	Belarus
Lithuania	Central_African_Republic
Lithuania	Denmark
Lithuania	Djibouti
Lithuania	Estonia
Lithuania	Finland
Lithuania	France
Lithuania	Georgia_(country)
Lithuania	Germany
Lithuania	Iceland
Lithuania	Iraq
Lithuania	Italy
Lithuania	Latvia
Lithuania	Mozambique
Lithuania	Netherlands
Lithuania	Norway
Lithuania	Poland
Lithuania	Romania
Lithuania	Russia
Lithuania	Singapore
Lithuania	Slovakia
Lithuania	Spain
Lithuania	Sweden
Lithuania	Ukraine
Lithuania	United_Kingdom
Lithuania	United_States
Luxembourg	Afghanistan
Luxembourg	Albania
Luxembourg	Austria
Luxembourg	Belgium
Luxembourg	Bosnia_and_Herzegovina
Luxembourg	France
Luxembourg	Germany
Luxembourg	Italy
Luxembourg	Japan
Luxembourg	Montenegro
Luxembourg	Netherlands
Luxembourg	Portugal
Luxembourg	Serbia
Luxembourg	Spain
Luxembourg	Switzerland
Luxembourg	United_Kingdom
Luxembourg	United_States
Madagascar	Algeria
Madagascar	Comoros
Madagascar	Indonesia
Madagascar	Mauritius
Madagascar	Mozambique
Madagascar	Somalia
Malawi	Angola
Malawi	Canada
Malawi	China
Malawi	Democratic_Republic_of_the_Congo
Malawi	Germany
Malawi	Ghana
Malawi	Mali
Malawi	Mozambique
Malawi	Rwanda
Malawi	Tanzania
Malawi	United_Kingdom
Malawi	United_States
Malawi	Zambia
Malaysia	Brunei
Malaysia	China
Malaysia	India
Malaysia	Indonesia
Malaysia	Myanmar
Malaysia	Philippines
Malaysia	Singapore
Malaysia	Thailand
Malaysia	United_Kingdom
Malaysia	Vietnam
Maldives	China
Maldives	Comoros
Maldives	India
Maldives	Marshall_Islands
Maldives	Mauritius
Maldives	Morocco
Maldives	Netherlands
Maldives	Norway
Maldives	Seychelles
Maldives	Singapore
Maldives	Sri_Lanka
Maldives	United_Kingdom
Maldives	Yemen
Mali	Algeria
Mali	Burkina_Faso
Mali	Guinea
Mali	Ivory_Coast
Mali	Libya
Mali	Mauritania
Mali	Niger
Mali	Senegal
Malta	Australia
Malta	Croatia
Malta	Egypt
Malta	Italy
Malta	Libya
Malta	Poland
Malta	Tunisia
Malta	United_Kingdom
Marshall_Islands	Australia
Marshall_Islands	Federated_States_of_Micronesia
Marshall_Islands	Indonesia
Marshall_Islands	Japan
Marshall_Islands	Kiribati
Marshall_Islands	Maldives
Marshall_Islands	Nauru
Marshall_Islands	Palau
Marshall_Islands	Panama
Marshall_Islands	Philippines
Marshall_Islands	Tuvalu
Marshall_Islands	United_States
Marshall_Islands	Vanuatu
Mauritania	Algeria
Mauritania	Egypt
Mauritania	France
Mauritania	Jordan
Mauritania	Mali
Mauritania	Mauritius
Mauritania	Morocco
Mauritania	Senegal
Mauritania	United_States
Mauritania	Yemen
Mauritius	Bangladesh
Mauritius	India
Mauritius	Madagascar
Mauritius	Seychelles
Mauritius	South_Africa
Mauritius	United_Kingdom
Mauritius	United_States
Mexico	Argentina
Mexico	Belize
Mexico	Bolivia
Mexico	Brazil
Mexico	Canada
Mexico	Chile
Mexico	Colombia
Mexico	Costa_Rica
Mexico	Cuba
Mexico	Germany
Mexico	Guatemala
Mexico	Panama
Mexico	Philippines
Mexico	South_Korea
Mexico	Spain
Mexico	United_States
Mexico	Uruguay
Moldova	Albania
Moldova	Belgium
Moldova	Bulgaria
Moldova	Czech_Republic
Moldova	Denmark
Moldova	Estonia
Moldova	Georgia_(country)
Moldova	Ivory_Coast
Moldova	Latvia
Moldova	Liberia
Moldova	Lithuania
Moldova	Netherlands
Moldova	Poland
Moldova	Portugal
Moldova	Romania
Moldova	Slovakia
Moldova	Sudan
Moldova	Ukraine
Monaco	Andorra
Monaco	Belgium
Monaco	France
Monaco	Italy
Monaco	Liberia
Monaco	Liechtenstein
Monaco	Marshall_Islands
Monaco	Spain
Monaco	Switzerland
Mongolia	Afghanistan
Mongolia	Chad
Mongolia	China
Mongolia	Iraq
Mongolia	Kazakhstan
Mongolia	Mauritania
Mongolia	Philippines
Mongolia	Poland
Mongolia	Russia
Mongolia	Sierra_Leone
Mongolia	Vietnam
Montenegro	Albania
Montenegro	Bosnia_and_Herzegovina
Montenegro	Croatia
Montenegro	Serbia
Montenegro	United_States
Morocco	Algeria
Morocco	Cuba
Morocco	Egypt
Morocco	France
Morocco	India
Morocco	Madagascar
Morocco	Mauritania
Morocco	Pakistan
Morocco	Portugal
Morocco	South_Africa
Morocco	Spain
Morocco	Tunisia
Morocco	Turkey
Morocco	United_Kingdom
Morocco	United_States
Mozambique	Botswana
Mozambique	Comoros
Mozambique	Cuba
Mozambique	Denmark
Mozambique	Egypt
Mozambique	Eswatini
Mozambique	Finland
Mozambique	Iceland
Mozambique	India
Mozambique	Madagascar
Mozambique	Malawi
Mozambique	Netherlands
Mozambique	Norway
Mozambique	South_Africa
Mozambique	Sweden
Mozambique	Tanzania
Mozambique	Zambia
Mozambique	Zimbabwe
Myanmar	Australia
Myanmar	Bangladesh
Myanmar	Canada
Myanmar	China
Myanmar	Germany
Myanmar	India
Myanmar	Japan
Myanmar	Laos
Myanmar	Malaysia
Myanmar	Norway
Myanmar	Pakistan
Myanmar	Philippines
Myanmar	Russia
Myanmar	Singapore
Myanmar	Switzerland
Myanmar	Thailand
Myanmar	Ukraine
Myanmar	United_Kingdom
Myanmar	Vietnam
Namibia	Angola
Namibia	Botswana
Namibia	Cuba
Namibia	Democratic_Republic_of_the_Congo
Namibia	Finland
Namibia	Mongolia
Namibia	Morocco
Namibia	South_Africa
Namibia	Venezuela
Namibia	Zambia
Namibia	Zimbabwe
Nauru	Australia
Nauru	China
Nauru	Georgia_(country)
Nauru	Kiribati
Nauru	Nicaragua
Nauru	Norway
Nauru	Russia
Nauru	Venezuela
Nepal	Bangladesh
Nepal	Bhutan
Nepal	Denmark
Nepal	India
Nepal	Israel
Nepal	Japan
Nepal	Myanmar
Nepal	Norway
Nepal	Somalia
Nepal	Syria
Nepal	United_States
Nepal	Venezuela
Netherlands	Afghanistan
Netherlands	Belgium
Netherlands	Bosnia_and_Herzegovina
Netherlands	Denmark
Netherlands	Germany
Netherlands	Guyana
Netherlands	Indonesia
Netherlands	Iran
Netherlands	Iraq
Netherlands	Luxembourg
Netherlands	Morocco
Netherlands	Saint_Kitts_and_Nevis
Netherlands	Somalia
Netherlands	Sri_Lanka
Netherlands	Suriname
Netherlands	Turkey
Netherlands	United_Kingdom
Netherlands	Venezuela
New_Zealand	Australia
New_Zealand	Fiji
New_Zealand	Samoa
New_Zealand	Solomon_Islands
New_Zealand	Tonga
Nicaragua	Antigua_and_Barbuda
Nicaragua	Bolivia
Nicaragua	Brazil
Nicaragua	Colombia
Nicaragua	Costa_Rica
Nicaragua	Cuba
Nicaragua	Dominica
Nicaragua	Dominican_Republic
Nicaragua	El_Salvador
Nicaragua	Guatemala
Nicaragua	Haiti
Nicaragua	Honduras
Nicaragua	Iran
Nicaragua	Israel
Nicaragua	Italy
Nicaragua	Jamaica
Nicaragua	Libya
Nicaragua	Paraguay
Nicaragua	Russia
Nicaragua	Spain
Nicaragua	Venezuela
Niger	Algeria
Niger	Benin
Niger	Burkina_Faso
Niger	Cameroon
Niger	Chad
Niger	Egypt
Niger	France
Niger	Libya
Niger	Mali
Niger	Nigeria
Niger	Saudi_Arabia
Nigeria	Algeria
Nigeria	Angola
Nigeria	Benin
Nigeria	Cameroon
Nigeria	Chad
Nigeria	Democratic_Republic_of_the_Congo
Nigeria	Egypt
Nigeria	France
Nigeria	Ghana
Nigeria	India
Nigeria	Israel
Nigeria	Niger
Nigeria	South_Africa
Nigeria	Togo
Nigeria	United_Kingdom
Nigeria	United_States
North_Korea	Chad
North_Korea	China
North_Korea	Laos
North_Korea	Russia
North_Korea	South_Korea
North_Macedonia	Albania
North_Macedonia	Bulgaria
North_Macedonia	Greece
North_Macedonia	Israel
North_Macedonia	Poland
North_Macedonia	Serbia
North_Macedonia	Turkey
Norway	Chile
Norway	Finland
Norway	Iceland
Norway	Liechtenstein
Norway	Lithuania
Norway	Luxembourg
Norway	Russia
Norway	Sweden
Norway	Ukraine
Oman	Brazil
Oman	China
Oman	Iran
Oman	Kuwait
Oman	Pakistan
Oman	Philippines
Oman	Saudi_Arabia
Oman	United_Arab_Emirates
Oman	United_Kingdom
Oman	Vietnam
Oman	Yemen
Pakistan	Afghanistan
Pakistan	Algeria
Pakistan	Armenia
Pakistan	Azerbaijan
Pakistan	Bangladesh
Pakistan	China
Pakistan	Eritrea
Pakistan	India
Pakistan	Iran
Pakistan	Israel
Pakistan	Japan
Pakistan	Myanmar
Pakistan	Oman
Pakistan	Philippines
Pakistan	Saudi_Arabia
Pakistan	Singapore
Pakistan	Switzerland
Pakistan	Tajikistan
Pakistan	Turkey
Pakistan	United_Kingdom
Pakistan	Yemen
Palau	Federated_States_of_Micronesia
Palau	Indonesia
Palau	Marshall_Islands
Palau	Philippines
Palau	United_States
Panama	Bhutan
Panama	Brazil
Panama	Colombia
Panama	Costa_Rica
Panama	Ecuador
Panama	Peru
Panama	Philippines
Panama	Spain
Panama	Suriname
Panama	United_States
Panama	Venezuela
Papua_New_Guinea	Australia
Papua_New_Guinea	Federated_States_of_Micronesia
Papua_New_Guinea	Fiji
Papua_New_Guinea	Indonesia
Papua_New_Guinea	Solomon_Islands
Papua_New_Guinea	Vanuatu
Paraguay	Argentina
Paraguay	Bolivia
Paraguay	Brazil
Paraguay	Lebanon
Paraguay	Spain
Peru	Bolivia
Peru	Brazil
Peru	Chile
Peru	China
Peru	Colombia
Peru	Ecuador
Peru	Mexico
Peru	Philippines
Peru	United_States
Philippines	China
Philippines	India
Philippines	Indonesia
Philippines	Japan
Philippines	Malaysia
Philippines	Netherlands
Philippines	Palau
Philippines	Papua_New_Guinea
Philippines	South_Africa
Philippines	South_Korea
Philippines	Spain
Philippines	United_States
Philippines	Vietnam
Poland	Belarus
Poland	Czech_Republic
Poland	Germany
Poland	Lithuania
Poland	Netherlands
Poland	Russia
Poland	Slovakia
Poland	Ukraine
Poland	United_States
Portugal	Brazil
Portugal	Germany
Portugal	Spain
Portugal	United_Kingdom
Qatar	Afghanistan
Qatar	Bahrain
Qatar	China
Qatar	India
Qatar	Iran
Qatar	Iraq
Qatar	Kuwait
Qatar	Luxembourg
Qatar	Pakistan
Qatar	Saudi_Arabia
Qatar	Sudan
Qatar	Switzerland
Qatar	Thailand
Qatar	United_Arab_Emirates
Qatar	United_Kingdom
Qatar	United_States
Qatar	Yemen
Republic_of_Ireland	Bosnia_and_Herzegovina
Republic_of_Ireland	Cyprus
Republic_of_Ireland	Iceland
Republic_of_Ireland	Lebanon
Republic_of_the_Congo	Angola
Republic_of_the_Congo	Cameroon
Republic_of_the_Congo	Central_African_Republic
Republic_of_the_Congo	China
Republic_of_the_Congo	Cuba
Republic_of_the_Congo	Democratic_Republic_of_the_Congo
Republic_of_the_Congo	France
Republic_of_the_Congo	Gabon
Republic_of_the_Congo	Italy
Republic_of_the_Congo	North_Korea
Republic_of_the_Congo	South_Africa
Republic_of_the_Congo	United_States
Romania	Australia
Romania	Belgium
Romania	Brazil
Romania	Bulgaria
Romania	China
Romania	France
Romania	Georgia_(country)
Romania	Germany
Romania	Hungary
Romania	Iraq
Romania	Italy
Romania	Moldova
Romania	North_Korea
Romania	Russia
Romania	Serbia
Romania	Ukraine
Romania	United_States
Russia	Austria
Russia	Azerbaijan
Russia	Belarus
Russia	China
Russia	Estonia
Russia	Finland
Russia	Georgia_(country)
Russia	India
Russia	Iran
Russia	Kazakhstan
Russia	Latvia
Russia	Lithuania
Russia	Mongolia
Russia	North_Korea
Russia	Norway
Russia	Poland
Russia	Serbia
Russia	Turkey
Russia	Ukraine
Russia	United_States
Rwanda	Albania
Rwanda	Belgium
Rwanda	Burundi
Rwanda	China
Rwanda	Democratic_Republic_of_the_Congo
Rwanda	Djibouti
Rwanda	Egypt
Rwanda	Eswatini
Rwanda	Germany
Rwanda	Haiti
Rwanda	India
Rwanda	Kenya
Rwanda	Mozambique
Rwanda	South_Korea
Rwanda	South_Sudan
Rwanda	Tanzania
Rwanda	Uganda
Rwanda	United_Arab_Emirates
Rwanda	United_Kingdom
Saint_Kitts_and_Nevis	Antigua_and_Barbuda
Saint_Kitts_and_Nevis	Barbados
Saint_Kitts_and_Nevis	Republic_of_Ireland
Saint_Kitts_and_Nevis	Saint_Vincent_and_the_Grenadines
Saint_Kitts_and_Nevis	Trinidad_and_Tobago
Saint_Kitts_and_Nevis	United_Kingdom
Saint_Kitts_and_Nevis	Venezuela
Saint_Lucia	Barbados
Saint_Lucia	Canada
Saint_Lucia	Guyana
Saint_Vincent_and_the_Grenadines	Antigua_and_Barbuda
Saint_Vincent_and_the_Grenadines	Barbados
Saint_Vincent_and_the_Grenadines	Belize
Saint_Vincent_and_the_Grenadines	Canada
Saint_Vincent_and_the_Grenadines	Grenada
Saint_Vincent_and_the_Grenadines	Guyana
Saint_Vincent_and_the_Grenadines	Honduras
Saint_Vincent_and_the_Grenadines	Indonesia
Saint_Vincent_and_the_Grenadines	Jamaica
Saint_Vincent_and_the_Grenadines	Portugal
Saint_Vincent_and_the_Grenadines	Saint_Kitts_and_Nevis
Saint_Vincent_and_the_Grenadines	Saint_Lucia
Saint_Vincent_and_the_Grenadines	Trinidad_and_Tobago
Saint_Vincent_and_the_Grenadines	United_Kingdom
Saint_Vincent_and_the_Grenadines	United_States
Saint_Vincent_and_the_Grenadines	Venezuela
Samoa	Australia
Samoa	China
Samoa	Fiji
Samoa	New_Zealand
Samoa	Tonga
Samoa	Tuvalu
San_Marino	Croatia
San_Marino	Italy
San_Marino	Monaco
San_Marino	United_Kingdom
Saudi_Arabia	Bahrain
Saudi_Arabia	Bangladesh
Saudi_Arabia	Egypt
Saudi_Arabia	Eritrea
Saudi_Arabia	India
Saudi_Arabia	Indonesia
Saudi_Arabia	Iran
Saudi_Arabia	Iraq
Saudi_Arabia	Israel
Saudi_Arabia	Jordan
Saudi_Arabia	Kuwait
Saudi_Arabia	Oman
Saudi_Arabia	Pakistan
Saudi_Arabia	Qatar
Saudi_Arabia	South_Korea
Saudi_Arabia	Turkey
Saudi_Arabia	United_Arab_Emirates
Saudi_Arabia	United_States
Saudi_Arabia	Yemen
Senegal	Cape_Verde
Senegal	Guinea
Senegal	Guinea-Bissau
Senegal	Iran
Senegal	Mali
Senegal	Mauritania
Senegal	Sierra_Leone
Senegal	The_Gambia
Serbia	Albania
Serbia	Bosnia_and_Herzegovina
Serbia	Bulgaria
Serbia	China
Serbia	Croatia
Serbia	Czech_Republic
Serbia	Hungary
Serbia	Montenegro
Serbia	North_Macedonia
Serbia	Romania
Serbia	Russia
Serbia	Slovenia
Serbia	United_States
Seychelles	Comoros
Seychelles	India
Seychelles	Kenya
Seychelles	Madagascar
Seychelles	Maldives
Seychelles	Mauritius
Seychelles	Norway
Seychelles	Somalia
Seychelles	United_Kingdom
Sierra_Leone	Ghana
Sierra_Leone	Guinea
Sierra_Leone	Ivory_Coast
Sierra_Leone	Liberia
Sierra_Leone	Mozambique
Sierra_Leone	Nigeria
Sierra_Leone	South_Africa
Sierra_Leone	United_Kingdom
Singapore	Afghanistan
Singapore	Australia
Singapore	Brunei
Singapore	China
Singapore	France
Singapore	Indonesia
Singapore	Iraq
Singapore	Israel
Singapore	Japan
Singapore	Malaysia
Singapore	Myanmar
Singapore	North_Korea
Singapore	South_Korea
Singapore	United_Kingdom
Singapore	Vietnam
Slovakia	Austria
Slovakia	Bahrain
Slovakia	Bosnia_and_Herzegovina
Slovakia	Cyprus
Slovakia	Czech_Republic
Slovakia	Hungary
Slovakia	Kuwait
Slovakia	Latvia
Slovakia	Poland
Slovakia	Qatar
Slovakia	Romania
Slovakia	Singapore
Slovakia	Slovenia
Slovakia	Ukraine
Slovakia	United_Arab_Emirates
Slovakia	United_States
Slovenia	Afghanistan
Slovenia	Albania
Slovenia	Argentina
Slovenia	Austria
Slovenia	Belgium
Slovenia	Bosnia_and_Herzegovina
Slovenia	Croatia
Slovenia	Denmark
Slovenia	Egypt
Slovenia	Finland
Slovenia	Germany
Slovenia	Hungary
Slovenia	Italy
Slovenia	Malta
Slovenia	Netherlands
Slovenia	North_Macedonia
Slovenia	Russia
Slovenia	Serbia
Slovenia	Ukraine
Slovenia	United_Kingdom
Solomon_Islands	Australia
Solomon_Islands	China
Solomon_Islands	Federated_States_of_Micronesia
Solomon_Islands	Fiji
Solomon_Islands	Kiribati
Solomon_Islands	Mexico
Solomon_Islands	Nauru
Solomon_Islands	New_Zealand
Solomon_Islands	Papua_New_Guinea
Solomon_Islands	Philippines
Solomon_Islands	Tonga
Solomon_Islands	Tuvalu
Solomon_Islands	United_Kingdom
Solomon_Islands	Vanuatu
Somalia	Australia
Somalia	Canada
Somalia	China
Somalia	Cuba
Somalia	Djibouti
Somalia	Egypt
Somalia	Eritrea
Somalia	Ethiopia
Somalia	Iran
Somalia	Kenya
Somalia	North_Korea
Somalia	Saudi_Arabia
Somalia	Seychelles
Somalia	South_Korea
Somalia	Sri_Lanka
Somalia	United_Arab_Emirates
Somalia	United_States
Somalia	Yemen
South_Africa	Bolivia
South_Africa	Botswana
South_Africa	China
South_Africa	Egypt
South_Africa	Eswatini
South_Africa	Ethiopia
South_Africa	Germany
South_Africa	India
South_Africa	Japan
South_Africa	Lesotho
South_Africa	Mozambique
South_Africa	Namibia
South_Africa	Nigeria
South_Africa	United_Kingdom
South_Africa	United_States
South_Africa	Zimbabwe
South_Korea	Iraq
South_Korea	Jordan
South_Korea	North_Korea
South_Korea	Philippines
South_Korea	Russia
South_Korea	Singapore
South_Korea	Thailand
South_Korea	Turkey
South_Sudan	Belgium
South_Sudan	Central_African_Republic
South_Sudan	Democratic_Republic_of_the_Congo
South_Sudan	Egypt
South_Sudan	Eritrea
South_Sudan	Ethiopia
South_Sudan	Kenya
South_Sudan	Libya
South_Sudan	Norway
South_Sudan	Saudi_Arabia
South_Sudan	Somalia
South_Sudan	Sudan
South_Sudan	Uganda
Spain	Andorra
Spain	Belgium
Spain	Cyprus
Spain	France
Spain	Germany
Spain	Malta
Spain	Mexico
Spain	Morocco
Spain	Philippines
Spain	Portugal
Spain	Switzerland
Sri_Lanka	Bangladesh
Sri_Lanka	Cambodia
Sri_Lanka	India
Sri_Lanka	Japan
Sri_Lanka	Laos
Sri_Lanka	Maldives
Sri_Lanka	Myanmar
Sri_Lanka	Thailand
Sudan	Algeria
Sudan	Belgium
Sudan	Central_African_Republic
Sudan	Chad
Sudan	Democratic_Republic_of_the_Congo
Sudan	Egypt
Sudan	Eritrea
Sudan	Ethiopia
Sudan	Iran
Sudan	Iraq
Sudan	Kenya
Sudan	Libya
Sudan	Nigeria
Sudan	Saudi_Arabia
Sudan	Senegal
Sudan	South_Sudan
Sudan	Syria
Sudan	Tanzania
Sudan	Uganda
Sudan	United_Arab_Emirates
Suriname	Bangladesh
Suriname	Barbados
Suriname	Belgium
Suriname	Brazil
Suriname	Guyana
Suriname	Haiti
Suriname	Indonesia
Suriname	Nepal
Suriname	Netherlands
Suriname	Trinidad_and_Tobago
Sweden	Bosnia_and_Herzegovina
Sweden	Cyprus
Sweden	Denmark
Sweden	Estonia
Sweden	Finland
Sweden	Germany
Sweden	Latvia
Sweden	Lithuania
Sweden	Norway
Sweden	Poland
Sweden	Russia
Switzerland	Austria
Switzerland	France
Switzerland	Germany
Switzerland	Italy
Switzerland	Liechtenstein
Switzerland	North_Macedonia
Switzerland	San_Marino
Switzerland	Sri_Lanka
Syria	Brazil
Syria	Central_African_Republic
Syria	Comoros
Syria	Egypt
Syria	Iran
Syria	Iraq
Syria	Israel
Syria	Jordan
Syria	Lebanon
Syria	Malta
Syria	Russia
Syria	Somalia
Syria	South_Sudan
Syria	Turkey
Syria	United_States
São_Tomé_and_Príncipe	Angola
São_Tomé_and_Príncipe	Belgium
São_Tomé_and_Príncipe	Benin
São_Tomé_and_Príncipe	Brazil
São_Tomé_and_Príncipe	Cameroon
São_Tomé_and_Príncipe	Cape_Verde
São_Tomé_and_Príncipe	China
São_Tomé_and_Príncipe	Democratic_Republic_of_the_Congo
São_Tomé_and_Príncipe	Equatorial_Guinea
São_Tomé_and_Príncipe	France
São_Tomé_and_Príncipe	Gabon
São_Tomé_and_Príncipe	Germany
São_Tomé_and_Príncipe	India
São_Tomé_and_Príncipe	Italy
São_Tomé_and_Príncipe	Japan
São_Tomé_and_Príncipe	Mexico
São_Tomé_and_Príncipe	Mozambique
São_Tomé_and_Príncipe	Netherlands
São_Tomé_and_Príncipe	Nigeria
São_Tomé_and_Príncipe	Poland
São_Tomé_and_Príncipe	Portugal
São_Tomé_and_Príncipe	Republic_of_the_Congo
São_Tomé_and_Príncipe	Seychelles
São_Tomé_and_Príncipe	Singapore
São_Tomé_and_Príncipe	Thailand
São_Tomé_and_Príncipe	United_States
Tajikistan	Afghanistan
Tajikistan	China
Tajikistan	Kyrgyzstan
Tajikistan	North_Korea
Tajikistan	Pakistan
Tajikistan	Saudi_Arabia
Tajikistan	Syria
Tajikistan	Turkey
Tajikistan	Turkmenistan
Tajikistan	United_States
Tajikistan	Uzbekistan
Tanzania	Burundi
Tanzania	China
Tanzania	Democratic_Republic_of_the_Congo
Tanzania	Egypt
Tanzania	Ethiopia
Tanzania	Germany
Tanzania	India
Tanzania	Kenya
Tanzania	Malawi
Tanzania	Mozambique
Tanzania	Namibia
Tanzania	Oman
Tanzania	Rwanda
Tanzania	Somalia
Tanzania	South_Africa
Tanzania	South_Sudan
Tanzania	Switzerland
Tanzania	Uganda
Tanzania	United_Kingdom
Tanzania	United_States
Tanzania	Vietnam
Tanzania	Zambia
Tanzania	Zimbabwe
Thailand	Afghanistan
Thailand	Cambodia
Thailand	Germany
Thailand	India
